"","market_cap_intra_day_5","enterprise_value_3","trailing_p_e","forward_p_e_1","peg_ratio_5_yr_expected_1","price_sales_ttm","price_book_mrq","enterprise_value_revenue_3","enterprise_value_ebitda_6","beta_5y_monthly","x52_week_change_3","s_p500_52_week_change_3","x52_week_high_3","x52_week_low_3","x50_day_moving_average_3","x200_day_moving_average_3","avg_vol_3_month_3","avg_vol_10_day_3","shares_outstanding_5","float","percent_held_by_insiders_1","percent_held_by_institutions_1","shares_short_4","short_ratio_4","short_percent_of_float_4","short_percent_of_shares_outstanding_4","shares_short_prior_month_4","forward_annual_dividend_rate_4","forward_annual_dividend_yield_4","trailing_annual_dividend_rate_3","trailing_annual_dividend_yield_3","x5_year_average_dividend_yield_4","payout_ratio_4","dividend_date_3","ex_dividend_date_4","last_split_factor_2","last_split_date_3","profit_margin","operating_margin_ttm","return_on_assets_ttm","return_on_equity_ttm","revenue_ttm","revenue_per_share_ttm","quarterly_revenue_growth_yoy","gross_profit_ttm","ebitda","net_income_avi_to_common_ttm","diluted_eps_ttm","quarterly_earnings_growth_yoy","total_cash_mrq","total_cash_per_share_mrq","total_debt_mrq","total_debt_equity_mrq","current_ratio_mrq","book_value_per_share_mrq","operating_cash_flow_ttm","levered_free_cash_flow_ttm","Code"
"49","74.69M","58.74M","N/A","N/A","N/A","303.85","2.10","238.95","-57.26","1.32","22.00%","16.75%","0.6300","0.1700","0.4873","0.4957","227.58k","379.37k","127.67M","85.77M","25.62%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,369.76%","-5.86%","-5.91%","245.81k","0.00","-26.20%","N/A","-1.03M","-2.08M","-0.0180","N/A","10.01M","0.09","120.84k","0.37","14.07","0.28","-91.01k","-3.57M","ARL.AX"
"50","35.77M","40.1M","N/A","N/A","N/A","N/A","2.86","N/A","-41.12","0.40","216.67%","16.75%","0.0490","0.0020","0.0223","0.0236","14.81M","10.09M","2.13B","1.79B","13.96%","7.97%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","05 Sep 2014","0.00%","0.00%","-4.86%","-7.80%","N/A","N/A","N/A","N/A","-975.1k","-978.69k","-0.0010","N/A","1.5M","0","N/A","N/A","8.04","0.01","-687.7k","-1.31M","ADV.AX"
"51","68.34M","60.83M","N/A","N/A","N/A","6,077.75","78.00","5,409.70","-28.33","1.20","305.88%","16.75%","0.0920","0.0090","0.0592","0.0541","5.04M","4.88M","876.21M","662.09M","23.34%","2.70%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-19,492.26%","-74.18%","-3,279.27%","11.24k","0.00","N/A","N/A","-2.15M","-2.19M","-0.0040","N/A","1.96M","0","40.48k","7.93","1.04","0.00","-1.72M","-850.71k","ARD.AX"
"52","2.56M","1.05M","N/A","N/A","N/A","N/A","2.80","N/A","N/A","-0.10","0.00%","16.75%","0.0140","0.0140","0.0140","0.0140","N/A","N/A","199.97M","74.21M","60.05%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-6.90%","-76.27%","N/A","N/A","N/A","N/A","N/A","-1.16M","-0.0060","N/A","1.68M","0.01","N/A","N/A","2.40","0.00","-123.86k","-29.16k","AXT.AX"
"53","43.69M","28.33M","N/A","N/A","N/A","644.40","7.50","417.75","-16.39","2.12","116.67%","16.75%","0.0160","0.0020","0.0117","0.0084","21.18M","5.64M","2.91B","1.68B","15.50%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","24 Apr 2006","0.00%","-2,743.37%","-23.05%","-43.04%","67.8k","0.00","-92.40%","N/A","-1.73M","-1.8M","-0.0010","N/A","1.18M","0","N/A","N/A","1.53","0.00","-1.47M","-1.33M","ARE.AX"
"54","127.44M","123.15M","N/A","N/A","N/A","1,080.07","5.43","1,043.77","-86.76","2.39","90.14%","16.75%","0.2150","0.0260","0.1433","0.0765","6.47M","13.59M","1.02B","727.83M","26.92%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,202.69%","-3.51%","-9.81%","117.99k","0.00","17.60%","114.16k","-1.42M","-2.46M","-0.0020","N/A","4.4M","0","118.94k","0.51","32.74","0.02","-1.87M","-719.01k","AGY.AX"
"55","10.8M","10.34M","N/A","N/A","N/A","N/A","1.00","N/A","-5.16","1.44","28.57%","16.75%","0.0230","0.0030","0.0086","0.0081","4.74M","3.11M","1.33B","816.54M","50.09%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","28 Jun 2018","1:35","19 Apr 2017","0.00%","0.00%","-43.22%","-67.88%","N/A","N/A","N/A","N/A","-2M","-6.99M","-0.0090","N/A","1.81M","0","115.76k","1.09","4.92","0.01","-1.6M","-784.21k","AMD.AX"
"56","103.45M","95.06M","N/A","N/A","N/A","548.76","1.75","504.30","-17.09","0.68","187.88%","16.75%","0.1750","0.0150","0.1206","0.1154","2.52M","4.01M","1.14B","871.87M","22.19%","9.25%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","02 Feb 2017","0.00%","-7,899.93%","-15.64%","-22.97%","188.51k","0.00","N/A","22.81k","-5.56M","-12.27M","-0.0140","N/A","7M","0.01","157.5k","0.29","3.72","0.05","-2.09M","-848.88k","ARV.AX"
"57","9.96M","6.01M","N/A","N/A","N/A","16.20","3.92","9.77","-38.80","0.73","203.34%","16.75%","0.1650","0.0150","0.0990","0.1067","188.25k","170.58k","105.96M","51.35M","35.29%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:15","18 Jan 2021","-45.76%","-45.83%","-13.19%","-30.75%","614.86k","0.01","N/A","614.86k","-154.87k","-281.38k","-0.0060","N/A","1.13M","0.01","N/A","N/A","8.81","0.02","-263.65k","-67.86k","AAJ.AX"
"58","16.32M","14.82M","N/A","N/A","N/A","N/A","8.00","N/A","-0.70","0.02","0.00%","16.75%","0.1200","0.1200","0.1200","0.1200","N/A","N/A","136M","22.64M","88.83%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-438.81%","-102.19%","N/A","N/A","N/A","N/A","-21.2M","-1.33M","-0.0120","N/A","221.87k","0","N/A","N/A","0.87","0.01","-195.33k","-11.47M","AJY.AX"
"59","48.23M","7.07M","N/A","N/A","N/A","N/A","0.61","N/A","-1.62","0.00","-7.62%","16.75%","0.1550","0.0510","0.1014","0.0844","370.09k","115.86k","507.64M","136.18M","73.17%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","03 Dec 2019","0.00%","0.00%","-5.66%","-8.61%","N/A","N/A","N/A","N/A","-4.37M","-5.44M","-0.0130","N/A","40.71M","0.08","70.49k","0.09","239.00","0.16","-3.68M","-3.79M","AKM.AX"
"60","26.15M","16.52M","N/A","N/A","N/A","172.82","2.50","109.18","-11.35","1.07","N/A","16.75%","0.0320","0.0300","N/A","N/A","N/A","N/A","871.7M","510.34M","49.26%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-979.85%","-8.75%","-15.75%","151.32k","0.00","-55.80%","151.32k","-1.46M","-1.62M","-0.0020","N/A","9.47M","0.01","N/A","N/A","62.16","0.01","-1.98M","-1.22M","ASO.AX"
"61","11.98M","9.42M","N/A","N/A","N/A","42,341.91","4.00","33,284.36","-26.46","-0.91","125.00%","16.75%","0.0230","0.0020","0.0047","0.0050","7.74M","5.45M","3B","1.09B","44.73%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:100","02 Dec 2014","0.00%","-129,225.44%","-5.85%","-51.27%","283","0.00","-100.00%","283","-356k","-700.58k","-0.0010","N/A","27.22k","0","2.86M","282.13","0.24","0.00","-197.76k","-1.28M","ARO.AX"
"62","28.17M","43.7M","N/A","N/A","N/A","3.34","0.30","5.18","-13.66","0.58","21.05%","16.75%","0.2400","0.1600","0.2111","0.2090","1.77k","4.61k","122.48M","7.47M","93.37%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","16 Apr 2014","2:1","20 Apr 2012","-74.65%","-56.45%","-2.31%","-6.49%","8.43M","0.07","-11.10%","171.46k","-3.2M","-6.29M","-0.0510","N/A","576.94k","0","16.11M","17.19","0.74","0.76","-1.35M","-7.15M","ATR.AX"
"63","136.22M","118.46M","N/A","N/A","N/A","-9,922.80","5.56","-8,628.85","-5.80","1.38","-23.08%","16.75%","0.3600","0.1100","0.2661","0.2761","444.6k","47.64k","580.65M","353.5M","31.62%","19.65%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","164,752.40%","-48.45%","-85.14%","-13.73k","0.00","-85.30%","N/A","-20.43M","-23.03M","-0.0470","N/A","17.76M","0.03","N/A","N/A","5.60","0.05","-18.32M","-9.3M","ATU.AX"
"64","16.61M","19.16M","N/A","N/A","N/A","5,281.80","3.43","6,092.50","-48.10","1.13","200.00%","16.75%","0.0400","0.0080","0.0272","0.0188","51.77k","70k","692.14M","39.02M","94.65%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-12,778.89%","-2.54%","-15.14%","3.15k","0.00","N/A","N/A","-398.4k","-734.92k","-0.0010","N/A","53.02k","0","3.08M","62.15","0.09","0.01","-296.51k","-2.73M","ACP.AX"
"65","493.73M","284.03M","12.12","N/A","N/A","1.49","1.49","0.86","2.98","0.97","-3.61%","16.75%","0.6550","0.2050","0.4229","0.4745","4.92M","3.43M","1.23B","830.8M","5.11%","40.51%","N/A","N/A","N/A","N/A","N/A","0.01","2.43%","0.01","2.50%","N/A","59.88%","N/A","17 Sep 2020","N/A","N/A","8.87%","13.24%","8.26%","12.90%","331.82M","0.38","28.60%","71.97M","95.16M","29.44M","0.0330","44.00%","79.1M","0.09","13.54M","5.76","2.28","0.27","110.53M","-12.86M","AMI.AX"
"66","45.28M","38.04M","N/A","N/A","N/A","1,682.88","1.94","1,413.99","-64.57","0.95","415.79%","16.75%","0.1400","0.0110","0.0855","0.0962","658.72k","911.48k","476.63M","241.13M","42.79%","5.23%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:5","20 Mar 2017","0.00%","-2,269.48%","-1.87%","-2.11%","26.91k","0.00","-72.90%","N/A","-589.17k","-422.53k","-0.0010","N/A","779.95k","0","N/A","N/A","4.18","0.05","-452.92k","-1.35M","AUR.AX"
"67","69.88M","45.59M","N/A","N/A","N/A","N/A","4.91","N/A","-83.15","1.19","324.24%","16.75%","0.3200","0.0240","0.2280","0.1443","2.77M","4.46M","268.77M","170.43M","27.25%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-4.45%","-7.21%","N/A","N/A","N/A","N/A","-548.27k","-542.8k","-0.0040","N/A","3.45M","0.02","N/A","N/A","16.19","0.05","-280.93k","-1.49M","AOU.AX"
"68","20.74M","9.03M","N/A","N/A","N/A","N/A","7.50","N/A","-9.32","N/A","-20.00%","16.75%","0.3700","0.2250","0.2524","0.2639","464.4k","210.48k","86.41M","26.57M","49.25%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","-55.84%","N/A","N/A","N/A","N/A","N/A","-968.26k","-1.15M","-0.0530","N/A","N/A","N/A","N/A","N/A","0.47","0.03","-609.45k","-711.74k","AUN.AX"
"69","2.89M","6.16M","N/A","N/A","N/A","41.25","0.50","88.02","-3.27","0.92","50.00%","16.75%","0.0020","0.0010","0.0013","0.0012","23.71M","21.38M","7B","2.28B","37.78%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","06 Jan 2020","0.00%","-3,439.28%","-11.67%","-32.47%","69.94k","0.00","N/A","8.79k","-1.88M","-2.25M","-0.0010","N/A","4.07k","0","2.61M","39.92","0.01","0.00","-827.11k","311.87k","ANW.AX"
"70","70.22M","69.32M","N/A","N/A","N/A","114,924.55","1.38","113,458.27","-60.57","0.24","250.00%","16.75%","0.0630","0.0070","0.0497","0.0465","3.04M","5.55M","1.3B","892.33M","32.34%","0.33%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","29 May 2018","1:1","20 Jan 2010","0.00%","-297,441.09%","-2.59%","-4.33%","611","0.00","-62.20%","611","-1.14M","-1.82M","-0.0020","N/A","1.07M","0","171.93k","0.40","2.56","0.04","-866.6k","-2.88M","AUC.AX"
"71","34.64M","26.83M","N/A","N/A","N/A","33.24","4.50","25.75","-4.51","0.71","26.00%","16.75%","0.0750","0.0260","0.0609","0.0489","1.85M","632.31k","549.86M","255.94M","47.38%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-577.70%","-43.04%","-89.87%","1.04M","0.00","N/A","N/A","-5.95M","-5.19M","-0.0050","N/A","3.21M","0.01","555.98k","7.92","10.13","0.01","-7.47M","-5.07M","AMG.AX"
"72","5.06M","4.04M","N/A","N/A","N/A","N/A","7.00","N/A","-12.65","1.78","300.00%","16.75%","0.0130","0.0010","0.0064","0.0064","5.79M","4.8M","723.16M","328.74M","51.15%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-51.29%","-89.85%","N/A","N/A","N/A","-21.34k","-319.23k","-1.1M","-0.0020","N/A","389.82k","0","N/A","N/A","2.96","0.00","-302.2k","-13.68k","AOA.AX"
"73","16.93M","14.26M","N/A","N/A","N/A","33.03","2.50","27.81","-25.08","0.91","145.45%","16.75%","0.0370","0.0080","0.0199","0.0243","1.76M","2.72M","677.33M","397.95M","42.10%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","-192.07%","-357.88%","-14.93%","-15.88%","512.73k","0.00","N/A","512.73k","-568.42k","-984.83k","-0.0020","N/A","2.72M","0","44.64k","0.67","2.35","0.01","-397.7k","-5.95M","AQD.AX"
"74","12.04M","12.94M","N/A","N/A","N/A","1.92","N/A","2.07","-10.59","0.44","16.33%","16.75%","0.3600","0.1650","0.2850","0.2850","104.31k","104.31k","33.9M","16.3M","41.13%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:100","03 Dec 2019","-24.05%","-20.56%","-48.65%","N/A","6.27M","0.19","37.60%","-83.83k","-1.22M","-1.51M","-0.0440","N/A","270.66k","0.01","1.64M","N/A","0.39","-0.02","-1.85M","-1.54M","AUL.AX"
"75","3.17M","3.42M","N/A","N/A","N/A","1.99","1.00","2.15","9.28","0.69","-50.00%","16.75%","0.0030","0.0010","0.0019","0.0018","210.38k","380.76k","3.17B","1.95B","41.32%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","0:1","06 Apr 1999","-14.58%","21.52%","7.20%","-11.61%","1.59M","0.00","N/A","1.59M","368.2k","-231.49k","-0.0000","N/A","166.7k","0","343.48k","18.29","0.57","0.00","305.03k","-9.17k","APG.AX"
"76","120.31M","114.72M","8.00","N/A","N/A","1.24","1.94","1.18","2.60","0.11","73.91%","16.75%","0.4100","0.0950","0.2121","0.2349","255.57k","255.62k","601.55M","59.29M","89.74%","0.31%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.01","6.50%","N/A","0.00%","N/A","09 Jul 2020","1:10","24 May 2007","14.86%","31.46%","19.13%","26.53%","97.31M","0.18","-10.20%","47.9M","44.16M","14.46M","0.0250","N/A","10.02M","0.02","12.86M","22.36","1.10","0.10","33.11M","24.02M","AGD.AX"
"77","18.43M","19.32M","N/A","N/A","N/A","589.34","5.00","618.06","N/A","-0.39","500.00%","16.75%","0.0600","0.0010","0.0090","0.0079","633.43k","330.55k","1.84B","715.07M","94.81%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-303.12%","-1.57%","-4.44%","31.27k","0.00","87.90%","N/A","N/A","-137.76k","-0.0000","-62.70%","30.38k","0","928.28k","30.57","0.95","0.00","-342.61k","-555.07k","AYM.AX"
"78","14.43M","13.46M","N/A","N/A","N/A","113.62","0.99","105.97","N/A","0.47","-10.91%","16.75%","0.1200","0.0700","0.0936","0.1006","111.84k","72.91k","150.3M","93.07M","31.06%","4.53%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,376.38%","-6.28%","-12.28%","127k","0.00","-98.20%","2.17M","N/A","-1.76M","-0.0120","N/A","540k","0","N/A","N/A","0.30","0.10","-2.67M","-665k","ABX.AX"
"79","17M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-17.07%","16.75%","0.2350","0.1650","0.1889","0.1889","1.06M","389.87k","99.98M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","AGC.AX"
"80","99.04M","96.36M","N/A","N/A","N/A","N/A","2.50","N/A","-29.88","2.28","85.71%","16.75%","0.0400","0.0060","0.0246","0.0183","21.96M","14.27M","3.96B","3.42B","13.78%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","17 Nov 2010","0.00%","0.00%","-5.56%","-9.94%","N/A","N/A","N/A","N/A","-3.22M","-3.52M","-0.0010","N/A","3.24M","0","561k","1.51","6.80","0.01","-1.8M","-6.68M","AUZ.AX"
"81","6.06M","80.09M","N/A","N/A","N/A","15.61","N/A","206.40","-11.25","0.45","-35.00%","16.75%","0.3700","0.0940","0.1479","0.1610","7.98k","8.48k","50.48M","10.69M","76.79%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:100","30 Nov 2017","0.00%","-2,135.63%","-7.49%","N/A","388.04k","0.01","N/A","388.04k","-7.12M","-12.9M","-0.2550","N/A","602.78k","0.01","74.64M","N/A","0.01","-0.65","-4.5M","-5.02M","AQC.AX"
"82","96.43M","81.96M","N/A","N/A","N/A","590.19","7.61","501.68","-111.73","1.21","101.03%","16.75%","0.2000","0.0480","0.1652","0.1365","882.19k","1.23M","551.01M","297.99M","42.61%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-472.54%","-4.35%","-9.05%","163.38k","0.00","N/A","-23.4k","-733.57k","-775.55k","-0.0020","N/A","3.38M","0.01","194.9k","1.75","1.68","0.02","369.87k","-4.31M","APC.AX"
"83","26.8M","18.17M","N/A","N/A","N/A","225.32","4.00","152.74","-19.58","1.07","203.03%","16.75%","0.1300","0.0300","0.0934","0.0819","492.16k","919.73k","267.99M","127.03M","35.49%","16.56%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-790.65%","-9.94%","-14.49%","118.94k","0.00","1.20%","118.94k","-927.82k","-840.65k","-0.0040","N/A","3.28M","0.01","N/A","N/A","35.02","0.03","-882.36k","-588.39k","ASQ.AX"
"84","642.87M","N/A","N/A","N/A","N/A","1,168.51","N/A","N/A","N/A","N/A","286.43%","16.75%","6.84","0.84","5.44","3.58","531.33k","443.02k","119.05M","N/A","36.92%","1.50%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-239.94%","-0.58%","-36.61%","550.16k","N/A","-96.60%","550.16k","-1.24M","-4.26M","N/A","N/A","18.54M","N/A","117.73M","N/A","0.16","N/A","-221.94k","-6.04M","ASM.AX"
"85","76.18M","61.36M","N/A","N/A","N/A","576.67","2.36","464.45","-23.06","2.17","108.00%","16.75%","0.0360","0.0070","0.0225","0.0150","15.08M","11.35M","2.93B","2.21B","12.08%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-2,046.39%","-5.88%","-9.82%","132.11k","0.00","-19.70%","132.11k","-2.66M","-2.71M","-0.0010","N/A","5.54M","0","175.93k","0.60","7.64","0.01","-3.01M","-6.37M","AVL.AX"
"86","180.23M","175.38M","N/A","N/A","N/A","18,022.57","28.75","17,537.91","-23.83","1.95","279.31%","16.75%","0.2350","0.0130","0.1148","0.1342","2.31M","834.68k","1.57B","1.13B","27.05%","23.27%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","19 May 2017","1:1","06 Aug 2007","0.00%","-75,696.80%","-126.19%","-227.67%","10k","0.00","N/A","N/A","-7.36M","-7.65M","-0.0070","N/A","4.85M","0","N/A","N/A","9.85","0.00","-761.36k","1.54M","AUT.AX"
"87","9.49M","8.29M","N/A","N/A","N/A","266.01","0.65","232.48","-3.00","1.40","0.00%","16.75%","0.0270","0.0050","0.0116","0.0159","1.74M","1.02M","862.85M","546.08M","36.82%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-9,475.11%","-9.92%","-28.28%","35.68k","0.00","N/A","N/A","-2.76M","-3.04M","-0.0080","N/A","1.29M","0","91.8k","1.22","3.46","0.02","-3.71M","8.79M","AEV.AX"
"88","8.25M","6.47M","N/A","N/A","N/A","1,375.04","3.00","1,077.67","-17.39","0.38","150.00%","16.75%","0.0140","0.0010","0.0067","0.0077","5.94M","8.82M","1.38B","712.24M","44.04%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","02 Dec 2016","0.00%","-13,619.42%","-36.78%","-68.89%","6k","0.00","89.90%","N/A","-371.79k","-792.32k","-0.0010","N/A","747.01k","0","3.65k","0.32","2.35","0.00","-586.56k","-286.12k","AVW.AX"
"89","592.48M","579.46M","N/A","N/A","N/A","2,726.88","7.07","2,666.92","-140.41","0.41","112.77%","16.75%","0.2300","0.0430","0.1917","0.1034","15.78M","6.47M","2.89B","2.02B","28.39%","0.08%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-2,073.85%","-3.04%","-6.19%","217.28k","0.00","N/A","N/A","-4.13M","-5.13M","-0.0020","N/A","14.25M","0","124.23k","0.13","29.01","0.03","-1.82M","-11.93M","AVZ.AX"
"90","104.75M","83.57M","N/A","N/A","N/A","205.07","8.50","163.60","-14.21","2.83","223.08%","16.75%","1.0200","0.0480","0.5130","0.4316","2.33M","1.67M","308.09M","127.8M","29.36%","18.88%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","22 Nov 2017","0.00%","-1,161.06%","-45.28%","-88.97%","510.8k","0.00","1,010.80%","-135.31k","-5.88M","-5.67M","-0.0370","N/A","849.55k","0","2.07M","31.90","1.86","0.04","-4.88M","-3.51M","AZS.AX"
"91","137.08M","126.6M","N/A","N/A","N/A","235.86","26.33","217.83","-9.77","0.81","-8.24%","16.75%","0.1050","0.0440","0.0861","0.0796","3.07M","2.61M","1.74B","1.42B","18.88%","3.34%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","01 Apr 2016","0.00%","-2,243.07%","-76.27%","-771.11%","581.19k","0.00","619.90%","581.19k","-12.95M","-12.85M","-0.0100","N/A","11.85M","0.01","1.71M","42.38","4.65","0.00","-9.05M","-2.2M","BDC.AX"
"92","16.94M","16.59M","N/A","N/A","N/A","208.94","1.19","204.68","-24.25","1.39","31.58%","16.75%","0.0430","0.0100","0.0256","0.0276","2.74M","1.63M","677.61M","456.57M","34.27%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,047.74%","-4.15%","-6.33%","81.08k","0.00","88.20%","N/A","-684.25k","-785.9k","-0.0010","N/A","383.7k","0","112.92k","0.90","2.09","0.02","-555.94k","-1.91M","BAR.AX"
"93","335.73M","245.48M","8.64","N/A","N/A","1.61","0.92","1.18","2.26","0.85","16.00%","16.75%","0.3250","0.1200","0.2811","0.2699","289.87k","665.71k","1.17B","691.27M","10.48%","82.95%","N/A","N/A","N/A","N/A","N/A","0.04","12.28%","0.02","8.28%","N/A","0.00%","N/A","18 Sep 2020","N/A","N/A","19.03%","24.96%","6.60%","11.59%","208.02M","0.18","16.10%","68.68M","108.51M","39.59M","0.0330","40.10%","162.56M","0.14","74.14M","20.44","2.67","0.31","105.53M","65.67M","BSE.AX"
"94","28.15M","31.38M","N/A","N/A","N/A","19.79","7.00","22.06","-2.77","1.41","16.67%","16.75%","0.0090","0.0020","0.0056","0.0039","17.6M","37.19M","4.02B","2.53B","36.78%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","26 Nov 2009","0.00%","-850.83%","-53.47%","-154.88%","1.42M","0.00","-41.10%","-1.73M","-11.34M","-12.21M","-0.0040","N/A","1.71M","0","5.59M","222.84","0.40","0.00","-4.85M","-7.38M","BSM.AX"
"95","31.04M","47.98M","N/A","N/A","N/A","∞","0.62","N/A","-8.97","-0.28","-7.14%","16.75%","0.0200","0.0110","0.0130","0.0130","N/A","N/A","2.39B","1.6B","35.12%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","02 Sep 2009","0.00%","0.00%","-4.76%","-22.61%","N/A","0.00","N/A","1k","-5.35M","-10.24M","-0.0040","N/A","116k","0","18.38M","38.38","0.01","0.02","-4.33M","-4.24M","BSR.AX"
"96","71.8M","71.8M","14.00","N/A","N/A","N/A","1.31","N/A","N/A","0.65","-56.00%","16.75%","0.1000","0.0340","0.0475","0.0430","934.09k","371.12k","1.71B","1.18B","34.20%","39.53%","N/A","N/A","N/A","N/A","N/A","N/A","6.38%","N/A","N/A","N/A","N/A","N/A","30 Sep 2019","N/A","N/A","-100.88%","0.00%","-0.37%","-51.76%","N/A","N/A","-10.90%","10.77M","N/A","N/A","0.0030","N/A","N/A","N/A","N/A","23.37","0.16","0.03","N/A","N/A","BRL.AX"
